date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:33:07	40741/40741	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2012:16:48%20GMT	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/orders.html	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/orders.html	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:08	33530/33530	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2012:16:48%20GMT	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/messages.html	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/messages.html	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:09	42804/42804	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2012:16:48%20GMT	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/settings.html	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/settings.html	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:09	56867/56867	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2012:16:48%20GMT	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/detail.html	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/detail.html	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:10	35103/35103	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2012:16:47%20GMT	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/listing.html	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/listing.html	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:10	31072/31072	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2012:16:48%20GMT	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/search.html	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/search.html	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:11	57766/57766	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2012:16:47%20GMT	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/buttons.html	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/buttons.html	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:12	25494/25494	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2012:16:47%20GMT	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/404.html	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/404.html	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:13	3022/3022	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2012:16:48%20GMT	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/signin.html	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/signin.html	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:15	3386/3386	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2012:16:48%20GMT	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/signup.html	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/signup.html	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:17	3711/3711	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2012:16:48%20GMT	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/forgot.html	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/forgot.html	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:18	8894/8894	---M--	200	added ('OK')	image/png	etag:%2222be-601159af-5c7ff2f63011c31f;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/burgerking.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/burgerking.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:19	9488/9488	---M--	200	added ('OK')	image/png	etag:%222510-601159b0-54d5aa779b9d6b72;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/pizzahut.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/pizzahut.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:20	9836/9836	---M--	200	added ('OK')	image/png	etag:%22266c-601159af-7b49f36298392215;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/kfc.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/kfc.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:20	8206/8206	---M--	200	added ('OK')	image/png	etag:%22200e-601159b0-2f51ed6429138886;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/macd.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/macd.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:21	7255/7255	---M--	200	added ('OK')	image/png	etag:%221c57-601159b0-af63a144bdf70b0c;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/domino.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/domino.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:21	4887/4887	---M--	200	added ('OK')	image/png	etag:%221317-601159b0-ee19ec29bbc9b156;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/subway.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/subway.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:22	447945/447945	---M--	200	added ('OK')	image/jpeg	etag:%226d5c9-601159af-8f67915aac3d8b67;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/food2.jpg	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/food2.jpg	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:27	1009271/1009271	---M--	200	added ('OK')	image/jpeg	etag:%22f6677-601159af-9727926c92bdffb9;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/food1.jpg	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/food1.jpg	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:28	651515/651515	---M--	200	added ('OK')	image/jpeg	etag:%229f0fb-601159af-5dd4a730dc67897a;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/food3.jpg	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/food3.jpg	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:29	422417/422417	---M--	200	added ('OK')	image/jpeg	etag:%2267211-601159af-75c937e5fc8ccde0;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/food5.jpg	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/food5.jpg	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:29	469643/469643	---M--	200	added ('OK')	image/jpeg	etag:%2272a8b-601159af-f40329401d19f62c;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/food4.jpg	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/food4.jpg	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:32	106914/106914	---M--	200	added ('OK')	image/png	etag:%221a1a2-601159b0-efe7364c9455c456;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/food-banner.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/food-banner.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:33	457971/457971	---M--	200	added ('OK')	image/jpeg	etag:%226fcf3-601159af-42eb123b6f79d098;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/food6.jpg	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/food6.jpg	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:33	19427/19427	---M--	200	added ('OK')	image/png	etag:%224be3-601159b0-e8692baeae396051;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/pizza.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/pizza.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:33	17034/17034	---M--	200	added ('OK')	image/png	etag:%22428a-601159b0-f52131460e6aac69;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/burger.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/burger.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:33	17034/17034	---M--	200	added ('OK')	image/png	etag:%22428a-601159af-e986ee894c34bb87;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/burger2.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/burger2.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:33	25242/25242	---M--	200	added ('OK')	image/png	etag:%22629a-601159af-f3b9602d8c49d5e9;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/bank/1.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/bank/1.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:34	32400/32400	---M--	200	added ('OK')	image/png	etag:%227e90-601159af-3f43eef614519c3;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/bank/2.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/bank/2.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:34	8021/8021	---M--	200	added ('OK')	image/png	etag:%221f55-601159af-e43ad30a9de5e5b6;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/user1.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/user1.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:34	5932/5932	---M--	200	added ('OK')	image/png	etag:%22172c-601159af-3e4c24eb110c923e;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/user2.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/user2.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:34	5932/5932	---M--	200	added ('OK')	image/png	etag:%22172c-601159af-dc635e9aad4d03b0;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/img/user3.png	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/img/user3.png	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:34	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d25459-4d7%22	https://askbootstrap.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:35	89476/89476	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d84-601159b0-47073002fa827391;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/jquery/jquery.min.js	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/jquery/jquery.min.js	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:35	81084/81084	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213cbc-601159b0-24ce1b3903f3f8c7;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/bootstrap/js/bootstrap.bundle.min.js	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:35	2532/2532	---M-Z	200	added ('OK')	application/x-javascript	etag:%229e4-601159b0-ab2cdae7834f33c6;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/jquery-easing/jquery.easing.min.js	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/jquery-easing/jquery.easing.min.js	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:35	1364/1364	---M-Z	200	added ('OK')	application/x-javascript	etag:%22554-601159af-8c9cbe7c4ab997f7;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/js/osahan.min.js	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/js/osahan.min.js	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:36	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d25459-302c%22	https://askbootstrap.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/index.html)
15:33:37	134878/134878	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220ede-601159b3-969cd414c6e8b88c;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-brands-400.eot	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-brands-400.eot	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:37	134878/134878	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220ede-601159b3-969cd414c6e8b88c;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-brands-400.eot?	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-brands-400d41d.eot	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:38	77444/77444	---M--	200	added ('OK')	font/woff2	etag:%2212e84-601159b4-98080ac557e8bcec;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-brands-400.woff2	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-brands-400.woff2	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:38	90872/90872	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22162f8-601159b4-3d20b9e08631a16e;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-brands-400.woff	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-brands-400.woff	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:39	134572/134572	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2220dac-601159b4-be6933aeeb9a371d;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-brands-400.ttf	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-brands-400.ttf	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:40	729325/729325	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b20ed-601159b3-837b1d6295e89891;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-brands-400.svg	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-brands-400.svg	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:40	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-601159b4-903760830df9454c;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-regular-400.eot	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-regular-400.eot	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:41	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-601159b4-903760830df9454c;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-regular-400.eot?	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-regular-400d41d.eot	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:41	13596/13596	---M--	200	added ('OK')	font/woff2	etag:%22351c-601159b3-d5800654dfe8d5f5;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-regular-400.woff2	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-regular-400.woff2	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:42	16800/16800	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2241a0-601159b3-5744e6bba07610ef;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-regular-400.woff	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-regular-400.woff	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:42	34092/34092	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22852c-601159b4-29fcbfeef4040a95;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-regular-400.ttf	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-regular-400.ttf	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:43	144322/144322	---M-Z	200	added ('OK')	image/svg+xml	etag:%22233c2-601159b3-e5b92dd45f3ef536;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-regular-400.svg	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-regular-400.svg	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:43	204866/204866	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2232042-601159b3-abcba3ccadd26281;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-solid-900.eot	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-solid-900.eot	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:44	204866/204866	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2232042-601159b3-abcba3ccadd26281;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-solid-900.eot?	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-solid-900d41d.eot	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:44	80328/80328	---M--	200	added ('OK')	font/woff2	etag:%22139c8-601159b4-e3d8814bd350d5ca;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-solid-900.woff2	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-solid-900.woff2	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:45	104252/104252	---MCZ	200	added ('OK')	application/font-woff	etag:W/%221973c-601159b4-36ff206e3d5a6dc6;;;%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-solid-900.woff	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-solid-900.woff	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
15:33:45	204580/204580	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2231f24-601159b3-58cd3236349e27aa;gz%22	https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-solid-900.ttf	D:/Workspace/Front_End/Osahaneat/Osahaneat/askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/webfonts/fa-solid-900.ttf	(from https://askbootstrap.com/preview/osahan-eat/theme-sidebar/vendor/fontawesome-free/css/all.min.css)
